DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Charter,Departure,Domestic,17
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Commuter,Arrival,Domestic,5206
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Commuter,Arrival,International,88
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Commuter,Departure,Domestic,5206
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Commuter,Departure,International,88
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Scheduled,Arrival,Domestic,13141
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Scheduled,Arrival,International,3687
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Scheduled,Departure,Domestic,13152
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Scheduled,Departure,International,3683
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Charter,Arrival,Domestic,16
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Charter,Arrival,International,10
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Charter,Departure,Domestic,20
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Charter,Departure,International,11
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Commuter,Arrival,Domestic,5060
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Commuter,Arrival,International,66
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Commuter,Departure,Domestic,5060
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Commuter,Departure,International,66
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Scheduled,Arrival,Domestic,13520
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Scheduled,Arrival,International,3744
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Scheduled,Departure,Domestic,13635
2014-05-01T00:00:00.000,2010-06-01T00:00:00.000,Scheduled,Departure,International,3750
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Charter,Arrival,Domestic,7
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Charter,Arrival,International,9
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Charter,Departure,Domestic,16
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Charter,Departure,International,9
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Commuter,Arrival,Domestic,5163
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Commuter,Arrival,International,62
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Commuter,Departure,Domestic,5163
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Commuter,Departure,International,62
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Scheduled,Arrival,Domestic,14235
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Scheduled,Arrival,International,4123
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Scheduled,Departure,Domestic,14237
2014-05-01T00:00:00.000,2010-07-01T00:00:00.000,Scheduled,Departure,International,4098
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Charter,Arrival,Domestic,10
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Charter,Arrival,International,11
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Charter,Departure,Domestic,7
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Charter,Departure,International,9
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Commuter,Arrival,Domestic,5253
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Commuter,Arrival,International,61
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Commuter,Departure,Domestic,5253
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Commuter,Departure,International,61
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Scheduled,Arrival,Domestic,14066
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Scheduled,Arrival,International,3941
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Scheduled,Departure,Domestic,14068
2014-05-01T00:00:00.000,2010-08-01T00:00:00.000,Scheduled,Departure,International,3938
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Charter,Arrival,Domestic,10
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Charter,Arrival,International,9
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Charter,Departure,Domestic,11
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Commuter,Arrival,Domestic,4922
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Commuter,Arrival,International,57
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Commuter,Departure,Domestic,4922
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Commuter,Departure,International,57
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Scheduled,Arrival,Domestic,12715
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Scheduled,Arrival,International,3273
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Scheduled,Departure,Domestic,12712
2014-05-01T00:00:00.000,2010-09-01T00:00:00.000,Scheduled,Departure,International,3269
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Charter,Arrival,Domestic,25
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Charter,Departure,Domestic,24
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Charter,Departure,International,2
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Commuter,Arrival,Domestic,4951
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Commuter,Arrival,International,57
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Commuter,Departure,Domestic,4951
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Commuter,Departure,International,57
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Scheduled,Arrival,Domestic,13214
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Scheduled,Arrival,International,3434
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Scheduled,Departure,Domestic,13200
2014-05-01T00:00:00.000,2010-10-01T00:00:00.000,Scheduled,Departure,International,3428
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Charter,Arrival,Domestic,38
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Charter,Departure,Domestic,39
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Commuter,Arrival,Domestic,4682
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Commuter,Arrival,International,55
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Commuter,Departure,Domestic,4682
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Commuter,Departure,International,55
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Scheduled,Arrival,Domestic,12526
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Scheduled,Arrival,International,3361
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Scheduled,Departure,Domestic,12604
2014-05-01T00:00:00.000,2010-11-01T00:00:00.000,Scheduled,Departure,International,3353
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Charter,Arrival,Domestic,60
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Charter,Departure,Domestic,35
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Commuter,Arrival,Domestic,4935
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Commuter,Arrival,International,57
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Commuter,Departure,Domestic,4935
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Commuter,Departure,International,57
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Scheduled,Arrival,Domestic,13011
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Scheduled,Arrival,International,3647
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Scheduled,Departure,Domestic,12953
2014-05-01T00:00:00.000,2010-12-01T00:00:00.000,Scheduled,Departure,International,3648
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Charter,Arrival,Domestic,41
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Charter,Departure,Domestic,67
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Commuter,Arrival,Domestic,4999
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Commuter,Arrival,International,63
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Commuter,Departure,Domestic,4999
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Commuter,Departure,International,63
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Scheduled,Arrival,Domestic,12613
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Scheduled,Arrival,International,3714
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Scheduled,Departure,Domestic,12602
2014-05-01T00:00:00.000,2011-01-01T00:00:00.000,Scheduled,Departure,International,3716
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Charter,Arrival,Domestic,16
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Charter,Arrival,International,10
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Charter,Departure,Domestic,16
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Charter,Departure,International,7
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Commuter,Arrival,Domestic,4575
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Commuter,Arrival,International,54
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Commuter,Departure,Domestic,4575
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Commuter,Departure,International,54
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Scheduled,Arrival,Domestic,11398
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Scheduled,Arrival,International,3333
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Scheduled,Departure,Domestic,11409
2014-05-01T00:00:00.000,2011-02-01T00:00:00.000,Scheduled,Departure,International,3330
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Charter,Arrival,Domestic,23
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Charter,Arrival,International,6
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Charter,Departure,Domestic,24
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Commuter,Arrival,Domestic,5358
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Commuter,Arrival,International,62
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Commuter,Departure,Domestic,5358
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Commuter,Departure,International,62
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Scheduled,Arrival,Domestic,13257
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Scheduled,Arrival,International,3771
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Scheduled,Departure,Domestic,13241
2014-05-01T00:00:00.000,2011-03-01T00:00:00.000,Scheduled,Departure,International,3778
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Charter,Arrival,Domestic,21
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Charter,Arrival,International,4
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Charter,Departure,Domestic,19
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Charter,Departure,International,2
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Commuter,Arrival,Domestic,5975
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Commuter,Arrival,International,60
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Commuter,Departure,Domestic,5975
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Commuter,Departure,International,60
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Scheduled,Arrival,Domestic,12541
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Scheduled,Arrival,International,3907
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Scheduled,Departure,Domestic,12706
2014-05-01T00:00:00.000,2011-04-01T00:00:00.000,Scheduled,Departure,International,3733
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Charter,Arrival,Domestic,14
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Charter,Departure,Domestic,17
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Commuter,Arrival,Domestic,6026
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Commuter,Arrival,International,61
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Commuter,Departure,Domestic,6026
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Commuter,Departure,International,61
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Scheduled,Arrival,Domestic,13453
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Scheduled,Arrival,International,3836
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Scheduled,Departure,Domestic,13447
2014-05-01T00:00:00.000,2011-05-01T00:00:00.000,Scheduled,Departure,International,3833
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Charter,Arrival,Domestic,9
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Charter,Arrival,International,9
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Charter,Departure,Domestic,9
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Commuter,Arrival,Domestic,5990
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Commuter,Arrival,International,60
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Commuter,Departure,Domestic,5990
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Commuter,Departure,International,60
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Scheduled,Arrival,Domestic,14083
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Scheduled,Arrival,International,3889
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Scheduled,Departure,Domestic,14067
2014-05-01T00:00:00.000,2011-06-01T00:00:00.000,Scheduled,Departure,International,3881
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Charter,Arrival,Domestic,4
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Charter,Arrival,International,6
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Charter,Departure,Domestic,6
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Commuter,Arrival,Domestic,6365
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Commuter,Arrival,International,62
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Commuter,Departure,Domestic,6365
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Commuter,Departure,International,62
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Scheduled,Arrival,Domestic,14584
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Scheduled,Arrival,International,4173
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Scheduled,Departure,Domestic,14563
2014-05-01T00:00:00.000,2011-07-01T00:00:00.000,Scheduled,Departure,International,4174
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Charter,Arrival,Domestic,7
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Charter,Arrival,International,7
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Charter,Departure,Domestic,6
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Commuter,Arrival,Domestic,6522
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Commuter,Arrival,International,62
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Commuter,Departure,Domestic,6522
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Commuter,Departure,International,62
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Scheduled,Arrival,Domestic,14315
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Scheduled,Arrival,International,4122
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Scheduled,Departure,Domestic,14301
2014-05-01T00:00:00.000,2011-08-01T00:00:00.000,Scheduled,Departure,International,4115
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Charter,Arrival,Domestic,11
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Charter,Departure,Domestic,10
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Commuter,Arrival,Domestic,5754
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Commuter,Arrival,International,60
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Commuter,Departure,Domestic,5754
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Commuter,Departure,International,60
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Scheduled,Arrival,Domestic,12990
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Scheduled,Arrival,International,3765
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Scheduled,Departure,Domestic,12974
2014-05-01T00:00:00.000,2011-09-01T00:00:00.000,Scheduled,Departure,International,3757
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Charter,Arrival,Domestic,9
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Charter,Departure,Domestic,12
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Commuter,Arrival,Domestic,5885
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Commuter,Arrival,International,62
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Commuter,Departure,Domestic,5885
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Commuter,Departure,International,62
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Scheduled,Arrival,Domestic,13327
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Scheduled,Arrival,International,3822
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Scheduled,Departure,Domestic,13329
2014-05-01T00:00:00.000,2011-10-01T00:00:00.000,Scheduled,Departure,International,3814
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Charter,Arrival,Domestic,13
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Charter,Departure,Domestic,12
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Commuter,Arrival,Domestic,5679
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Commuter,Arrival,International,52
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Commuter,Departure,Domestic,5680
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Commuter,Departure,International,52
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Scheduled,Arrival,Domestic,12594
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Scheduled,Arrival,International,3502
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Scheduled,Departure,Domestic,12588
2014-05-01T00:00:00.000,2011-11-01T00:00:00.000,Scheduled,Departure,International,3498
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Charter,Arrival,Domestic,34
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Charter,Departure,Domestic,27
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Commuter,Arrival,Domestic,4991
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Commuter,Arrival,International,58
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Commuter,Departure,Domestic,4991
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Commuter,Departure,International,58
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Scheduled,Arrival,Domestic,14168
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Scheduled,Arrival,International,3760
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Scheduled,Departure,Domestic,14145
2014-05-01T00:00:00.000,2011-12-01T00:00:00.000,Scheduled,Departure,International,3756
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Charter,Arrival,Domestic,35
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Charter,Arrival,International,9
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Charter,Departure,Domestic,46
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Commuter,Arrival,Domestic,4890
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Commuter,Arrival,International,33
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Commuter,Departure,Domestic,4890
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Commuter,Departure,International,33
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Scheduled,Arrival,Domestic,13587
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Scheduled,Arrival,International,3740
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Scheduled,Departure,Domestic,13574
2014-05-01T00:00:00.000,2012-01-01T00:00:00.000,Scheduled,Departure,International,3762
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Charter,Arrival,Domestic,16
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Charter,Arrival,International,6
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Charter,Departure,Domestic,15
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Commuter,Arrival,Domestic,5709
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Commuter,Arrival,International,29
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Commuter,Departure,Domestic,5709
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Commuter,Departure,International,29
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Scheduled,Arrival,Domestic,11896
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Scheduled,Arrival,International,3279
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Scheduled,Departure,Domestic,11929
2014-05-01T00:00:00.000,2012-02-01T00:00:00.000,Scheduled,Departure,International,3310
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Charter,Arrival,Domestic,28
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Charter,Departure,Domestic,28
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Commuter,Arrival,Domestic,6332
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Commuter,Arrival,International,31
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Commuter,Departure,Domestic,6332
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Commuter,Departure,International,31
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Scheduled,Arrival,Domestic,13275
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Scheduled,Arrival,International,3772
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Scheduled,Departure,Domestic,13283
2014-05-01T00:00:00.000,2012-03-01T00:00:00.000,Scheduled,Departure,International,3757
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Charter,Arrival,Domestic,24
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Charter,Arrival,International,10
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Charter,Departure,Domestic,30
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Commuter,Arrival,Domestic,5841
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Commuter,Arrival,International,30
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Commuter,Departure,Domestic,5845
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Commuter,Departure,International,30
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Scheduled,Arrival,Domestic,13005
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Scheduled,Arrival,International,3685
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Scheduled,Departure,Domestic,12992
2014-05-01T00:00:00.000,2012-04-01T00:00:00.000,Scheduled,Departure,International,3685
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Charter,Arrival,Domestic,25
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Charter,Departure,Domestic,25
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Commuter,Arrival,Domestic,5946
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Commuter,Arrival,International,32
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Commuter,Departure,Domestic,5946
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Commuter,Departure,International,32
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Scheduled,Arrival,Domestic,13478
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Scheduled,Arrival,International,3734
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Scheduled,Departure,Domestic,13480
2014-05-01T00:00:00.000,2012-05-01T00:00:00.000,Scheduled,Departure,International,3731
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Charter,Arrival,Domestic,17
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Charter,Arrival,International,4
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Charter,Departure,Domestic,19
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Charter,Departure,International,8
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Commuter,Arrival,Domestic,6011
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Commuter,Arrival,International,30
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Commuter,Departure,Domestic,6011
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Commuter,Departure,International,30
2014-05-01T00:00:00.000,2012-06-01T00:00:00.000,Scheduled,Arrival,Domestic,13992
