DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Charter,Arrival,Domestic,39
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Charter,Departure,Domestic,38
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Commuter,Arrival,Domestic,5169
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Commuter,Arrival,International,137
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Commuter,Departure,Domestic,5169
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Commuter,Departure,International,137
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Scheduled,Arrival,Domestic,14748
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Scheduled,Arrival,International,4244
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Scheduled,Departure,Domestic,14815
2014-05-01T00:00:00.000,2008-03-01T00:00:00.000,Scheduled,Departure,International,4236
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Charter,Arrival,Domestic,24
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Charter,Departure,Domestic,26
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Charter,Departure,International,4
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Commuter,Arrival,Domestic,5167
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Commuter,Arrival,International,116
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Commuter,Departure,Domestic,5167
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Commuter,Departure,International,116
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Scheduled,Arrival,Domestic,14310
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Scheduled,Arrival,International,4050
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Scheduled,Departure,Domestic,14365
2014-05-01T00:00:00.000,2008-04-01T00:00:00.000,Scheduled,Departure,International,4043
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Charter,Arrival,Domestic,13
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Charter,Departure,Domestic,15
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Commuter,Arrival,Domestic,5127
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Commuter,Arrival,International,118
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Commuter,Departure,Domestic,5127
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Commuter,Departure,International,118
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Scheduled,Arrival,Domestic,15090
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Scheduled,Arrival,International,4081
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Scheduled,Departure,Domestic,15117
2014-05-01T00:00:00.000,2008-05-01T00:00:00.000,Scheduled,Departure,International,4095
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Charter,Arrival,Domestic,23
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Charter,Departure,Domestic,21
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Commuter,Arrival,Domestic,5092
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Commuter,Arrival,International,119
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Commuter,Departure,Domestic,5092
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Commuter,Departure,International,119
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Scheduled,Arrival,Domestic,15725
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Scheduled,Arrival,International,4161
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Scheduled,Departure,Domestic,15612
2014-05-01T00:00:00.000,2008-06-01T00:00:00.000,Scheduled,Departure,International,4172
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Charter,Arrival,Domestic,12
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Charter,Departure,Domestic,13
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Commuter,Arrival,Domestic,5152
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Commuter,Arrival,International,98
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Commuter,Departure,Domestic,5152
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Commuter,Departure,International,98
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Scheduled,Arrival,Domestic,16119
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Scheduled,Arrival,International,4356
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Scheduled,Departure,Domestic,16228
2014-05-01T00:00:00.000,2008-07-01T00:00:00.000,Scheduled,Departure,International,4346
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Charter,Arrival,Domestic,13
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Charter,Departure,Domestic,12
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Charter,Departure,International,2
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Commuter,Arrival,Domestic,5069
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Commuter,Arrival,International,93
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Commuter,Departure,Domestic,5069
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Commuter,Departure,International,93
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Scheduled,Arrival,Domestic,15787
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Scheduled,Arrival,International,4252
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Scheduled,Departure,Domestic,15874
2014-05-01T00:00:00.000,2008-08-01T00:00:00.000,Scheduled,Departure,International,4254
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Charter,Arrival,Domestic,14
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Charter,Departure,Domestic,14
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Commuter,Arrival,Domestic,4715
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Commuter,Arrival,International,108
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Commuter,Departure,Domestic,4715
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Commuter,Departure,International,108
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Scheduled,Arrival,Domestic,12619
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Scheduled,Arrival,International,3665
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Scheduled,Departure,Domestic,12649
2014-05-01T00:00:00.000,2008-09-01T00:00:00.000,Scheduled,Departure,International,3673
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Charter,Arrival,Domestic,21
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Charter,Departure,Domestic,23
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Charter,Departure,International,9
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Commuter,Arrival,Domestic,4874
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Commuter,Arrival,International,88
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Commuter,Departure,Domestic,4874
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Commuter,Departure,International,88
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Scheduled,Arrival,Domestic,13141
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Scheduled,Arrival,International,3705
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Scheduled,Departure,Domestic,13205
2014-05-01T00:00:00.000,2008-10-01T00:00:00.000,Scheduled,Departure,International,3689
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Charter,Arrival,Domestic,28
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Charter,Departure,Domestic,28
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Charter,Departure,International,8
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Commuter,Arrival,Domestic,4182
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Commuter,Arrival,International,60
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Commuter,Departure,Domestic,4182
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Commuter,Departure,International,60
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Scheduled,Arrival,Domestic,12211
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Scheduled,Arrival,International,3418
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Scheduled,Departure,Domestic,12243
2014-05-01T00:00:00.000,2008-11-01T00:00:00.000,Scheduled,Departure,International,3408
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Charter,Arrival,Domestic,50
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Charter,Arrival,International,2
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Charter,Departure,Domestic,43
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Commuter,Arrival,Domestic,4359
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Commuter,Arrival,International,71
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Commuter,Departure,Domestic,4359
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Commuter,Departure,International,71
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Scheduled,Arrival,Domestic,12796
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Scheduled,Arrival,International,3668
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Scheduled,Departure,Domestic,12811
2014-05-01T00:00:00.000,2008-12-01T00:00:00.000,Scheduled,Departure,International,3658
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Charter,Arrival,Domestic,35
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Charter,Arrival,International,6
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Charter,Departure,Domestic,43
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Commuter,Arrival,Domestic,4420
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Commuter,Arrival,International,80
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Commuter,Departure,Domestic,4420
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Commuter,Departure,International,80
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Scheduled,Arrival,Domestic,12368
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Scheduled,Arrival,International,3590
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Scheduled,Departure,Domestic,12404
2014-05-01T00:00:00.000,2009-01-01T00:00:00.000,Scheduled,Departure,International,3567
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Charter,Arrival,Domestic,33
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Charter,Arrival,International,6
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Charter,Departure,Domestic,33
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Commuter,Arrival,Domestic,4052
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Commuter,Arrival,International,79
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Commuter,Departure,Domestic,4052
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Commuter,Departure,International,79
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Scheduled,Arrival,Domestic,11316
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Scheduled,Arrival,International,3128
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Scheduled,Departure,Domestic,11357
2014-05-01T00:00:00.000,2009-02-01T00:00:00.000,Scheduled,Departure,International,3113
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Charter,Arrival,Domestic,50
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Charter,Arrival,International,10
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Charter,Departure,Domestic,49
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Charter,Departure,International,11
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Commuter,Arrival,Domestic,4551
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Commuter,Arrival,International,93
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Commuter,Departure,Domestic,4551
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Commuter,Departure,International,93
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Scheduled,Arrival,Domestic,12907
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Scheduled,Arrival,International,3547
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Scheduled,Departure,Domestic,12960
2014-05-01T00:00:00.000,2009-03-01T00:00:00.000,Scheduled,Departure,International,3518
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Charter,Arrival,Domestic,42
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Charter,Departure,Domestic,43
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Charter,Departure,International,6
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Commuter,Arrival,Domestic,4273
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Commuter,Arrival,International,78
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Commuter,Departure,Domestic,4273
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Commuter,Departure,International,78
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Scheduled,Arrival,Domestic,12555
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Scheduled,Arrival,International,3524
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Scheduled,Departure,Domestic,12588
2014-05-01T00:00:00.000,2009-04-01T00:00:00.000,Scheduled,Departure,International,3508
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Charter,Arrival,Domestic,32
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Charter,Departure,Domestic,30
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Commuter,Arrival,Domestic,4333
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Commuter,Arrival,International,84
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Commuter,Departure,Domestic,4333
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Commuter,Departure,International,84
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Scheduled,Arrival,Domestic,13103
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Scheduled,Arrival,International,3448
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Scheduled,Departure,Domestic,13133
2014-05-01T00:00:00.000,2009-05-01T00:00:00.000,Scheduled,Departure,International,3438
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Charter,Arrival,Domestic,36
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Charter,Arrival,International,8
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Charter,Departure,Domestic,40
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Charter,Departure,International,7
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Commuter,Arrival,Domestic,4401
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Commuter,Arrival,International,90
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Commuter,Departure,Domestic,4401
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Commuter,Departure,International,90
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Scheduled,Arrival,Domestic,13442
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Scheduled,Arrival,International,3419
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Scheduled,Departure,Domestic,13471
2014-05-01T00:00:00.000,2009-06-01T00:00:00.000,Scheduled,Departure,International,3427
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Charter,Arrival,Domestic,26
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Charter,Departure,Domestic,27
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Commuter,Arrival,Domestic,4489
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Commuter,Arrival,International,91
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Commuter,Departure,Domestic,4489
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Commuter,Departure,International,91
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Scheduled,Arrival,Domestic,14344
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Scheduled,Arrival,International,3876
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Scheduled,Departure,Domestic,14429
2014-05-01T00:00:00.000,2009-07-01T00:00:00.000,Scheduled,Departure,International,3868
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Charter,Arrival,Domestic,5
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Charter,Arrival,International,5
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Charter,Departure,Domestic,8
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Charter,Departure,International,5
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Commuter,Arrival,Domestic,4592
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Commuter,Arrival,International,93
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Commuter,Departure,Domestic,4592
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Commuter,Departure,International,93
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Scheduled,Arrival,Domestic,14120
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Scheduled,Arrival,International,3814
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Scheduled,Departure,Domestic,14148
2014-05-01T00:00:00.000,2009-08-01T00:00:00.000,Scheduled,Departure,International,3836
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Charter,Arrival,Domestic,23
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Charter,Departure,Domestic,22
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Commuter,Arrival,Domestic,4463
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Commuter,Arrival,International,89
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Commuter,Departure,Domestic,4463
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Commuter,Departure,International,89
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Scheduled,Arrival,Domestic,12518
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Scheduled,Arrival,International,3361
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Scheduled,Departure,Domestic,12529
2014-05-01T00:00:00.000,2009-09-01T00:00:00.000,Scheduled,Departure,International,3364
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Charter,Arrival,Domestic,33
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Charter,Arrival,International,190
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Charter,Departure,Domestic,31
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Charter,Departure,International,191
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Commuter,Arrival,Domestic,4742
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Commuter,Arrival,International,93
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Commuter,Departure,Domestic,4742
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Commuter,Departure,International,93
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Scheduled,Arrival,Domestic,12932
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Scheduled,Arrival,International,3309
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Scheduled,Departure,Domestic,12987
2014-05-01T00:00:00.000,2009-10-01T00:00:00.000,Scheduled,Departure,International,3305
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Charter,Arrival,Domestic,37
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Charter,Arrival,International,4
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Charter,Departure,Domestic,37
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Charter,Departure,International,3
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Commuter,Arrival,Domestic,4513
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Commuter,Arrival,International,87
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Commuter,Departure,Domestic,4513
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Commuter,Departure,International,87
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Scheduled,Arrival,Domestic,12345
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Scheduled,Arrival,International,3417
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Scheduled,Departure,Domestic,12371
2014-05-01T00:00:00.000,2009-11-01T00:00:00.000,Scheduled,Departure,International,3416
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Charter,Arrival,Domestic,59
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Charter,Departure,Domestic,43
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Commuter,Arrival,Domestic,4695
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Commuter,Arrival,International,90
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Commuter,Departure,Domestic,4695
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Commuter,Departure,International,90
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Scheduled,Arrival,Domestic,12915
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Scheduled,Arrival,International,3832
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Scheduled,Departure,Domestic,12939
2014-05-01T00:00:00.000,2009-12-01T00:00:00.000,Scheduled,Departure,International,3830
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Charter,Arrival,Domestic,269
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Charter,Arrival,International,1
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Charter,Departure,Domestic,84
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Commuter,Arrival,Domestic,4882
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Commuter,Arrival,International,93
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Commuter,Departure,Domestic,4882
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Commuter,Departure,International,93
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Scheduled,Arrival,Domestic,12351
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Scheduled,Arrival,International,3800
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Scheduled,Departure,Domestic,12414
2014-05-01T00:00:00.000,2010-01-01T00:00:00.000,Scheduled,Departure,International,3796
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Charter,Arrival,Domestic,31
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Charter,Departure,Domestic,32
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Charter,Departure,International,2
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Commuter,Arrival,Domestic,4583
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Commuter,Arrival,International,76
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Commuter,Departure,Domestic,4583
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Commuter,Departure,International,76
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Scheduled,Arrival,Domestic,11121
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Scheduled,Arrival,International,3296
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Scheduled,Departure,Domestic,11176
2014-05-01T00:00:00.000,2010-02-01T00:00:00.000,Scheduled,Departure,International,3296
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Charter,Arrival,Domestic,25
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Charter,Departure,Domestic,28
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Charter,Departure,International,1
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Commuter,Arrival,Domestic,5191
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Commuter,Arrival,International,90
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Commuter,Departure,Domestic,5191
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Commuter,Departure,International,90
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Scheduled,Arrival,Domestic,12966
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Scheduled,Arrival,International,3639
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Scheduled,Departure,Domestic,13035
2014-05-01T00:00:00.000,2010-03-01T00:00:00.000,Scheduled,Departure,International,3637
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Charter,Arrival,Domestic,20
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Charter,Arrival,International,3
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Charter,Departure,Domestic,20
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Commuter,Arrival,Domestic,5070
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Commuter,Arrival,International,87
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Commuter,Departure,Domestic,5070
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Commuter,Departure,International,87
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Scheduled,Arrival,Domestic,12593
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Scheduled,Arrival,International,3598
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Scheduled,Departure,Domestic,12582
2014-05-01T00:00:00.000,2010-04-01T00:00:00.000,Scheduled,Departure,International,3592
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Charter,Arrival,Domestic,15
2014-05-01T00:00:00.000,2010-05-01T00:00:00.000,Charter,Arrival,International,4
